instrument_id,type,masked_identifier,issuing_bank
P07979,wallet,upi_128803,HDFC
P07980,upi,upi_864273,HDFC
P07981,upi,upi_526997,SBI
P07982,card,****7764,ICICI
P07983,wallet,upi_103767,KOTAK
P07984,card,****5845,HDFC
P07985,card,****6876,HDFC
P07986,upi,upi_957857,HDFC
P07987,wallet,upi_739463,AXIS
P07988,wallet,upi_700986,AXIS
P07989,card,****4197,HDFC
P07990,upi,upi_977089,ICICI
P07991,wallet,upi_447515,SBI
P07992,card,****5006,ICICI
P07993,card,****1786,SBI
P07994,wallet,upi_978133,KOTAK
P07995,card,****8471,AXIS
P07996,wallet,upi_418935,ICICI
P07997,upi,upi_384178,HDFC
P07998,wallet,upi_992163,SBI
P07999,upi,upi_524245,ICICI
P08000,upi,upi_882397,ICICI
P08001,wallet,upi_481820,HDFC
P08002,card,****2424,HDFC
P08003,upi,upi_914002,ICICI
P08004,upi,upi_434853,KOTAK
P08005,wallet,upi_556552,ICICI
P08006,upi,upi_566953,KOTAK
P08007,wallet,upi_664451,ICICI
P08008,upi,upi_142338,ICICI
P08009,card,****8293,SBI
P08010,wallet,upi_716102,HDFC
P08011,card,****1325,SBI
P08012,upi,upi_941316,KOTAK
P08013,wallet,upi_107332,KOTAK
P08014,upi,upi_223451,KOTAK
P08015,upi,upi_170681,SBI
P08016,card,****3917,KOTAK
P08017,card,****7028,SBI
P08018,wallet,upi_905481,SBI
P08019,wallet,upi_866338,SBI
P08020,wallet,upi_289841,HDFC
P08021,upi,upi_872226,SBI
P08022,wallet,upi_526524,AXIS
P08023,upi,upi_566529,AXIS
P08024,wallet,upi_736765,HDFC
P08025,card,****4086,AXIS
P08026,wallet,upi_936219,KOTAK
P08027,card,****1300,SBI
P08028,upi,upi_590456,AXIS
P08029,card,****8244,SBI
P08030,upi,upi_904314,HDFC
P08031,card,****7374,HDFC
P08032,wallet,upi_697674,SBI
P08033,wallet,upi_698149,AXIS
P08034,card,****2786,SBI
P08035,wallet,upi_276042,ICICI
P08036,card,****4360,ICICI
P08037,upi,upi_843775,KOTAK
P08038,wallet,upi_914588,AXIS
P08039,card,****1127,KOTAK
P08040,card,****5461,AXIS
P08041,upi,upi_813827,HDFC
P08042,card,****9316,KOTAK
P08043,wallet,upi_715211,KOTAK
P08044,wallet,upi_338321,HDFC
P08045,wallet,upi_619928,SBI
P08046,upi,upi_210968,HDFC
P08047,wallet,upi_358386,KOTAK
P08048,wallet,upi_891781,AXIS
P08049,wallet,upi_986718,KOTAK
P08050,card,****8643,HDFC
P08051,wallet,upi_444310,AXIS
P08052,card,****4609,ICICI
P08053,wallet,upi_809633,AXIS
P08054,wallet,upi_667282,KOTAK
P08055,wallet,upi_469901,ICICI
P08056,wallet,upi_483249,KOTAK
P08057,wallet,upi_636977,AXIS
P08058,wallet,upi_783630,HDFC
P08059,wallet,upi_910515,SBI
P08060,card,****8658,AXIS
P08061,wallet,upi_354502,HDFC
P08062,wallet,upi_696087,HDFC
P08063,wallet,upi_104270,AXIS
P08064,card,****9133,KOTAK
P08065,upi,upi_745373,KOTAK
P08066,wallet,upi_990925,SBI
P08067,upi,upi_427819,AXIS
P08068,wallet,upi_773783,SBI
P08069,upi,upi_390564,HDFC
P08070,card,****8403,AXIS
P08071,wallet,upi_968576,ICICI
P08072,wallet,upi_546738,ICICI
P08073,upi,upi_771350,SBI
P08074,upi,upi_785970,ICICI
P08075,upi,upi_905927,AXIS
P08076,upi,upi_695638,HDFC
P08077,wallet,upi_509992,HDFC
P08078,wallet,upi_371702,ICICI
P08079,upi,upi_707900,KOTAK
P08080,card,****9449,SBI
P08081,wallet,upi_767765,KOTAK
P08082,wallet,upi_156822,AXIS
P08083,wallet,upi_838242,KOTAK
P08084,upi,upi_481549,KOTAK
P08085,upi,upi_572320,KOTAK
P08086,card,****9140,SBI
P08087,upi,upi_798344,KOTAK
P08088,card,****7199,AXIS
P08089,wallet,upi_424460,ICICI
P08090,upi,upi_810085,HDFC
P08091,upi,upi_981861,ICICI
P08092,card,****8255,HDFC
P08093,wallet,upi_981010,AXIS
P08094,upi,upi_506773,HDFC
P08095,wallet,upi_767755,ICICI
P08096,upi,upi_789531,HDFC
P08097,wallet,upi_756846,HDFC
P08098,upi,upi_632530,KOTAK
P08099,card,****7355,KOTAK
P08100,card,****3434,ICICI
P08101,card,****9209,SBI
P08102,upi,upi_114317,ICICI
P08103,card,****7697,KOTAK
P08104,wallet,upi_733355,SBI
P08105,card,****6456,HDFC
P08106,wallet,upi_296384,ICICI
P08107,card,****3264,AXIS
P08108,upi,upi_305067,ICICI
P08109,upi,upi_349448,SBI
P08110,wallet,upi_803564,SBI
P08111,card,****5665,KOTAK
P08112,upi,upi_263446,SBI
P08113,wallet,upi_823488,HDFC
P08114,card,****3288,ICICI
P08115,card,****5388,AXIS
P08116,upi,upi_178471,SBI
P08117,upi,upi_930693,KOTAK
P08118,upi,upi_135001,KOTAK
P08119,card,****6848,SBI
P08120,upi,upi_461419,AXIS
P08121,card,****3437,HDFC
P08122,card,****7735,HDFC
P08123,upi,upi_363692,HDFC
P08124,card,****7850,SBI
P08125,upi,upi_931486,SBI
P08126,wallet,upi_387409,AXIS
P08127,upi,upi_216556,ICICI
P08128,card,****5084,KOTAK
P08129,card,****3416,AXIS
P08130,wallet,upi_867997,HDFC
P08131,upi,upi_440711,HDFC
P08132,upi,upi_870643,AXIS
P08133,card,****3520,ICICI
P08134,card,****9864,ICICI
P08135,wallet,upi_844577,HDFC
P08136,upi,upi_504963,SBI
P08137,upi,upi_539611,KOTAK
P08138,wallet,upi_469833,ICICI
P08139,wallet,upi_104583,SBI
P08140,upi,upi_487676,SBI
P08141,upi,upi_708837,SBI
P08142,card,****3065,AXIS
P08143,card,****6453,AXIS
P08144,card,****9187,AXIS
P08145,upi,upi_905474,KOTAK
P08146,wallet,upi_940968,SBI
P08147,card,****4802,ICICI
P08148,upi,upi_529855,ICICI
P08149,wallet,upi_858303,KOTAK
P08150,card,****5306,AXIS
P08151,card,****1478,KOTAK
P08152,card,****5000,AXIS
P08153,wallet,upi_495344,ICICI
P08154,upi,upi_690144,HDFC
P08155,card,****4010,ICICI
P08156,card,****8276,SBI
P08157,upi,upi_809397,HDFC
P08158,upi,upi_209244,AXIS
P08159,wallet,upi_138929,AXIS
P08160,wallet,upi_584680,HDFC
P08161,wallet,upi_170396,SBI
P08162,wallet,upi_213051,ICICI
P08163,card,****1914,ICICI
P08164,wallet,upi_989552,ICICI
P08165,upi,upi_424365,KOTAK
P08166,card,****8489,AXIS
P08167,wallet,upi_598727,ICICI
P08168,card,****7265,ICICI
P08169,wallet,upi_177474,KOTAK
P08170,wallet,upi_303043,ICICI
P08171,wallet,upi_957627,ICICI
P08172,wallet,upi_870380,HDFC
P08173,wallet,upi_725233,ICICI
P08174,wallet,upi_496282,KOTAK
P08175,card,****2842,HDFC
P08176,upi,upi_335228,HDFC
P08177,upi,upi_189170,ICICI
P08178,card,****7846,HDFC
P08179,card,****3063,ICICI
P08180,wallet,upi_344500,AXIS
P08181,upi,upi_884961,SBI
P08182,card,****8438,HDFC
P08183,upi,upi_399968,KOTAK
P08184,wallet,upi_439896,AXIS
P08185,wallet,upi_667776,KOTAK
P08186,upi,upi_927626,ICICI
P08187,wallet,upi_252351,HDFC
P08188,upi,upi_302915,ICICI
P08189,card,****9495,HDFC
P08190,card,****3742,AXIS
P08191,wallet,upi_680288,HDFC
P08192,upi,upi_371252,AXIS
P08193,wallet,upi_539443,SBI
P08194,wallet,upi_707744,SBI
P08195,card,****5435,AXIS
P08196,upi,upi_113779,KOTAK
P08197,upi,upi_958231,HDFC
P08198,wallet,upi_547308,SBI
P08199,upi,upi_263191,SBI
P08200,upi,upi_285476,SBI
P08201,upi,upi_328085,AXIS
P08202,wallet,upi_588401,SBI
P08203,upi,upi_618854,KOTAK
P08204,wallet,upi_373543,HDFC
P08205,upi,upi_103778,KOTAK
P08206,upi,upi_536809,SBI
P08207,upi,upi_590841,AXIS
P08208,card,****8110,HDFC
P08209,card,****9420,KOTAK
P08210,wallet,upi_575802,ICICI
P08211,wallet,upi_421194,ICICI
P08212,upi,upi_647831,HDFC
P08213,wallet,upi_242953,KOTAK
P08214,card,****7570,HDFC
P08215,wallet,upi_775179,AXIS
P08216,upi,upi_225332,AXIS
P08217,card,****1021,SBI
P08218,card,****9072,HDFC
P08219,wallet,upi_641008,AXIS
P08220,card,****6483,AXIS
P08221,wallet,upi_852075,AXIS
P08222,wallet,upi_640342,HDFC
P08223,card,****2216,AXIS
P08224,upi,upi_420459,AXIS
P08225,wallet,upi_978825,SBI
P08226,wallet,upi_167217,ICICI
P08227,upi,upi_710935,KOTAK
P08228,card,****3018,ICICI
P08229,upi,upi_240022,KOTAK
P08230,wallet,upi_478497,ICICI
P08231,upi,upi_804906,SBI
P08232,card,****7535,HDFC
P08233,card,****2402,KOTAK
P08234,wallet,upi_813989,SBI
P08235,wallet,upi_120678,KOTAK
P08236,upi,upi_102897,HDFC
P08237,upi,upi_101231,KOTAK
P08238,wallet,upi_818437,AXIS
P08239,upi,upi_207763,SBI
P08240,card,****1645,AXIS
P08241,upi,upi_780383,HDFC
P08242,wallet,upi_157476,AXIS
P08243,upi,upi_161043,SBI
P08244,card,****4685,AXIS
P08245,wallet,upi_707105,SBI
P08246,wallet,upi_564135,KOTAK
P08247,upi,upi_575017,ICICI
P08248,wallet,upi_407936,AXIS
P08249,card,****1879,SBI
P08250,card,****2500,HDFC
P08251,wallet,upi_100528,HDFC
P08252,wallet,upi_591763,HDFC
P08253,card,****9132,KOTAK
P08254,wallet,upi_479711,HDFC
P08255,wallet,upi_285189,HDFC
P08256,upi,upi_150400,ICICI
P08257,upi,upi_797432,SBI
P08258,wallet,upi_596558,ICICI
P08259,wallet,upi_899645,ICICI
P08260,wallet,upi_815839,KOTAK
P08261,card,****1536,HDFC
P08262,card,****3820,KOTAK
P08263,upi,upi_482179,KOTAK
P08264,wallet,upi_596365,SBI
P08265,wallet,upi_583091,SBI
P08266,wallet,upi_341243,KOTAK
P08267,upi,upi_436898,KOTAK
P08268,wallet,upi_573227,SBI
P08269,upi,upi_971803,ICICI
P08270,upi,upi_258699,AXIS
P08271,wallet,upi_811145,KOTAK
P08272,wallet,upi_370443,ICICI
P08273,card,****5608,HDFC
P08274,upi,upi_398019,HDFC
P08275,upi,upi_916379,ICICI
P08276,upi,upi_405891,HDFC
P08277,wallet,upi_992115,SBI
P08278,card,****4074,ICICI
P08279,upi,upi_918913,KOTAK
P08280,card,****8276,AXIS
P08281,upi,upi_877580,KOTAK
P08282,wallet,upi_737455,AXIS
P08283,upi,upi_659492,HDFC
P08284,wallet,upi_808899,AXIS
P08285,card,****9686,SBI
P08286,upi,upi_620517,HDFC
P08287,upi,upi_415808,KOTAK
P08288,wallet,upi_148681,SBI
P08289,wallet,upi_412763,KOTAK
P08290,wallet,upi_509977,KOTAK
P08291,wallet,upi_182670,SBI
P08292,upi,upi_716804,KOTAK
P08293,card,****9446,HDFC
P08294,card,****6528,KOTAK
P08295,upi,upi_279217,SBI
P08296,wallet,upi_147325,SBI
P08297,upi,upi_367902,SBI
P08298,upi,upi_128111,KOTAK
P08299,wallet,upi_705614,KOTAK
P08300,upi,upi_319256,ICICI
P08301,upi,upi_492047,ICICI
P08302,upi,upi_252417,AXIS
P08303,wallet,upi_719878,HDFC
P08304,card,****2909,HDFC
P08305,wallet,upi_159510,KOTAK
P08306,upi,upi_939574,HDFC
P08307,wallet,upi_362443,AXIS
P08308,wallet,upi_544901,KOTAK
P08309,wallet,upi_680809,SBI
P08310,wallet,upi_333174,ICICI
P08311,card,****4977,SBI
P08312,wallet,upi_532065,HDFC
P08313,wallet,upi_798360,ICICI
P08314,card,****8437,ICICI
P08315,wallet,upi_388356,KOTAK
P08316,card,****1653,ICICI
P08317,card,****7858,SBI
P08318,card,****6671,KOTAK
P08319,upi,upi_794888,ICICI
P08320,card,****6487,SBI
P08321,upi,upi_673202,ICICI
P08322,wallet,upi_642157,AXIS
P08323,wallet,upi_206928,KOTAK
P08324,card,****2052,SBI
P08325,upi,upi_816270,SBI
P08326,wallet,upi_864248,KOTAK
P08327,upi,upi_568562,SBI
P08328,upi,upi_105158,SBI
P08329,card,****5061,AXIS
P08330,card,****8893,KOTAK
P08331,upi,upi_815331,AXIS
P08332,card,****2320,SBI
P08333,upi,upi_182336,AXIS
P08334,card,****9176,SBI
P08335,wallet,upi_149722,SBI
P08336,upi,upi_939500,ICICI
P08337,wallet,upi_972603,ICICI
P08338,upi,upi_567679,AXIS
P08339,wallet,upi_627902,KOTAK
P08340,wallet,upi_748711,AXIS
P08341,wallet,upi_668074,KOTAK
P08342,upi,upi_593498,SBI
P08343,upi,upi_392322,SBI
P08344,wallet,upi_370514,AXIS
P08345,upi,upi_172636,ICICI
P08346,upi,upi_104478,HDFC
P08347,wallet,upi_242808,KOTAK
P08348,wallet,upi_323376,AXIS
P08349,card,****6378,KOTAK
P08350,upi,upi_290835,AXIS
P08351,upi,upi_795717,HDFC
P08352,wallet,upi_709670,ICICI
P08353,upi,upi_495184,ICICI
P08354,wallet,upi_732092,HDFC
P08355,card,****3509,SBI
P08356,wallet,upi_400252,SBI
P08357,upi,upi_733384,ICICI
P08358,upi,upi_853681,SBI
P08359,upi,upi_224600,HDFC
P08360,upi,upi_529485,KOTAK
P08361,upi,upi_242714,ICICI
P08362,wallet,upi_351650,HDFC
P08363,upi,upi_129593,AXIS
P08364,upi,upi_743080,SBI
P08365,wallet,upi_131725,SBI
P08366,card,****2673,AXIS
P08367,card,****3151,ICICI
P08368,upi,upi_766543,SBI
P08369,card,****5064,HDFC
P08370,card,****8208,ICICI
P08371,wallet,upi_850228,AXIS
P08372,card,****9796,AXIS
P08373,wallet,upi_780211,ICICI
P08374,upi,upi_412739,AXIS
P08375,upi,upi_538692,ICICI
P08376,card,****2722,ICICI
P08377,wallet,upi_180213,ICICI
P08378,wallet,upi_832460,HDFC
P08379,upi,upi_670981,ICICI
P08380,wallet,upi_611988,KOTAK
P08381,card,****7473,AXIS
P08382,card,****6225,SBI
P08383,upi,upi_752825,KOTAK
P08384,upi,upi_638548,AXIS
P08385,upi,upi_342899,SBI
P08386,upi,upi_441944,SBI
P08387,card,****9566,HDFC
P08388,card,****9556,ICICI
P08389,upi,upi_246286,HDFC
P08390,card,****9573,KOTAK
P08391,upi,upi_553814,KOTAK
P08392,card,****6178,KOTAK
P08393,upi,upi_509063,KOTAK
P08394,wallet,upi_735144,KOTAK
P08395,upi,upi_284133,KOTAK
P08396,wallet,upi_263912,KOTAK
P08397,upi,upi_570818,HDFC
P08398,upi,upi_261601,HDFC
P08399,card,****2298,ICICI
P08400,wallet,upi_275701,KOTAK
P08401,wallet,upi_682471,AXIS
P08402,card,****3745,ICICI
P08403,wallet,upi_267082,HDFC
P08404,card,****8087,AXIS
P08405,wallet,upi_557681,SBI
P08406,card,****8250,AXIS
P08407,wallet,upi_508104,ICICI
P08408,upi,upi_667886,SBI
P08409,card,****8720,ICICI
P08410,wallet,upi_585247,AXIS
P08411,card,****4984,ICICI
P08412,card,****9287,AXIS
P08413,upi,upi_688291,ICICI
P08414,upi,upi_558889,HDFC
P08415,wallet,upi_107605,AXIS
P08416,card,****9797,ICICI
P08417,card,****5357,SBI
P08418,wallet,upi_838441,SBI
P08419,upi,upi_354508,SBI
P08420,upi,upi_281911,ICICI
P08421,wallet,upi_235334,AXIS
P08422,upi,upi_775614,HDFC
P08423,card,****5172,SBI
P08424,card,****6564,KOTAK
P08425,upi,upi_839999,KOTAK
P08426,upi,upi_328929,HDFC
P08427,card,****8574,ICICI
P08428,wallet,upi_766924,ICICI
P08429,card,****6642,AXIS
P08430,card,****6114,ICICI
P08431,upi,upi_143787,ICICI
P08432,upi,upi_458804,SBI
P08433,upi,upi_530487,KOTAK
P08434,wallet,upi_861733,ICICI
P08435,wallet,upi_934418,AXIS
P08436,upi,upi_780776,HDFC
P08437,upi,upi_209325,HDFC
P08438,upi,upi_599831,KOTAK
P08439,wallet,upi_995283,HDFC
P08440,upi,upi_927027,KOTAK
P08441,upi,upi_768605,SBI
P08442,upi,upi_776251,AXIS
P08443,card,****9644,AXIS
P08444,upi,upi_498578,KOTAK
P08445,card,****5866,SBI
P08446,wallet,upi_803807,SBI
P08447,wallet,upi_803729,AXIS
P08448,upi,upi_882353,ICICI
P08449,card,****4070,ICICI
P08450,wallet,upi_989340,HDFC
P08451,wallet,upi_270954,SBI
P08452,wallet,upi_731544,SBI
P08453,upi,upi_660630,AXIS
P08454,wallet,upi_558965,HDFC
P08455,card,****7934,ICICI
P08456,card,****5288,SBI
P08457,wallet,upi_981123,KOTAK
P08458,wallet,upi_982762,SBI
P08459,card,****7909,SBI
P08460,card,****8998,AXIS
P08461,card,****6292,ICICI
P08462,card,****2394,ICICI
P08463,wallet,upi_149491,ICICI
P08464,card,****9382,HDFC
P08465,wallet,upi_223027,ICICI
P08466,wallet,upi_629063,AXIS
P08467,card,****7159,ICICI
P08468,wallet,upi_334719,ICICI
P08469,upi,upi_544909,KOTAK
P08470,wallet,upi_155932,SBI
P08471,wallet,upi_912710,HDFC
P08472,card,****9861,HDFC
P08473,card,****6996,ICICI
P08474,card,****8488,SBI
P08475,card,****6342,AXIS
P08476,upi,upi_122204,ICICI
P08477,wallet,upi_787799,AXIS
P08478,upi,upi_273749,KOTAK
P08479,upi,upi_174320,SBI
P08480,upi,upi_483584,KOTAK
P08481,upi,upi_792112,KOTAK
P08482,upi,upi_585155,KOTAK
P08483,wallet,upi_410184,SBI
P08484,upi,upi_457172,KOTAK
P08485,upi,upi_741314,KOTAK
P08486,upi,upi_485712,HDFC
P08487,upi,upi_439958,ICICI
P08488,wallet,upi_759757,AXIS
P08489,card,****2359,AXIS
P08490,card,****5921,KOTAK
P08491,upi,upi_980637,SBI
P08492,card,****4674,KOTAK
P08493,upi,upi_268247,SBI
P08494,card,****7012,ICICI
P08495,card,****8424,KOTAK
P08496,wallet,upi_624941,ICICI
P08497,card,****7461,SBI
P08498,card,****2099,KOTAK
P08499,wallet,upi_844243,ICICI
P08500,card,****5904,SBI
P08501,upi,upi_409745,SBI
P08502,upi,upi_256172,HDFC
P08503,card,****1661,ICICI
P08504,upi,upi_761310,AXIS
P08505,wallet,upi_374807,AXIS
P08506,card,****1421,KOTAK
P08507,wallet,upi_912237,KOTAK
P08508,card,****5918,HDFC
P08509,card,****6937,ICICI
P08510,card,****2500,ICICI
P08511,wallet,upi_398333,SBI
P08512,card,****3832,KOTAK
P08513,card,****8151,ICICI
P08514,upi,upi_775267,HDFC
P08515,wallet,upi_362683,HDFC
P08516,card,****2450,KOTAK
P08517,card,****6926,ICICI
P08518,upi,upi_601424,KOTAK
P08519,upi,upi_711314,KOTAK
P08520,card,****1440,SBI
P08521,upi,upi_737305,SBI
P08522,card,****3233,ICICI
P08523,card,****6323,SBI
P08524,upi,upi_108557,HDFC
P08525,wallet,upi_723214,HDFC
P08526,card,****4341,SBI
P08527,wallet,upi_865314,ICICI
P08528,upi,upi_939956,KOTAK
P08529,wallet,upi_484711,AXIS
P08530,card,****4311,ICICI
P08531,wallet,upi_904401,KOTAK
P08532,upi,upi_825514,ICICI
P08533,upi,upi_548286,KOTAK
P08534,upi,upi_191419,ICICI
P08535,upi,upi_350836,SBI
P08536,card,****2900,HDFC
P08537,card,****1424,ICICI
P08538,wallet,upi_190505,ICICI
P08539,wallet,upi_187643,ICICI
P08540,card,****2511,SBI
P08541,wallet,upi_420146,KOTAK
P08542,card,****3666,KOTAK
P08543,wallet,upi_731601,HDFC
P08544,wallet,upi_671511,KOTAK
P08545,wallet,upi_173647,KOTAK
P08546,upi,upi_810333,AXIS
P08547,upi,upi_948895,SBI
P08548,card,****4084,HDFC
P08549,wallet,upi_212923,KOTAK
P08550,wallet,upi_137853,KOTAK
P08551,card,****2148,ICICI
P08552,card,****6258,AXIS
P08553,wallet,upi_862377,ICICI
P08554,card,****8246,ICICI
P08555,card,****8062,AXIS
P08556,upi,upi_156449,SBI
P08557,wallet,upi_829570,HDFC
P08558,upi,upi_189208,HDFC
P08559,wallet,upi_328227,KOTAK
P08560,wallet,upi_196722,KOTAK
P08561,card,****9293,AXIS
P08562,upi,upi_137502,SBI
P08563,card,****2835,ICICI
P08564,wallet,upi_315948,ICICI
P08565,card,****5079,SBI
P08566,upi,upi_721211,SBI
P08567,upi,upi_129167,AXIS
P08568,card,****5195,KOTAK
P08569,upi,upi_907347,AXIS
P08570,upi,upi_160850,AXIS
P08571,upi,upi_463596,ICICI
P08572,upi,upi_841853,AXIS
P08573,card,****4704,HDFC
P08574,upi,upi_892621,ICICI
P08575,card,****7461,HDFC
P08576,card,****9150,KOTAK
P08577,wallet,upi_180561,HDFC
P08578,wallet,upi_994200,HDFC
P08579,upi,upi_907973,AXIS
P08580,card,****4079,KOTAK
P08581,wallet,upi_497531,ICICI
P08582,card,****7955,AXIS
P08583,upi,upi_123813,HDFC
P08584,upi,upi_722652,KOTAK
P08585,upi,upi_522150,KOTAK
P08586,upi,upi_516508,KOTAK
P08587,card,****3243,ICICI
P08588,card,****8556,HDFC
P08589,card,****9079,HDFC
P08590,wallet,upi_814276,SBI
P08591,wallet,upi_958565,HDFC
P08592,card,****9117,HDFC
P08593,upi,upi_787828,HDFC
P08594,wallet,upi_541299,ICICI
P08595,card,****3991,ICICI
P08596,upi,upi_325960,HDFC
P08597,upi,upi_454046,KOTAK
P08598,upi,upi_407392,SBI
P08599,wallet,upi_668025,KOTAK
P08600,wallet,upi_302058,KOTAK
P08601,wallet,upi_279410,ICICI
P08602,upi,upi_451329,KOTAK
P08603,wallet,upi_105456,KOTAK
P08604,upi,upi_295563,ICICI
P08605,wallet,upi_992252,SBI
P08606,wallet,upi_979196,ICICI
P08607,wallet,upi_491993,KOTAK
P08608,upi,upi_878771,SBI
P08609,upi,upi_431732,HDFC
P08610,card,****2873,KOTAK
P08611,upi,upi_919695,HDFC
P08612,card,****6092,KOTAK
P08613,card,****4853,AXIS
P08614,upi,upi_669021,KOTAK
P08615,card,****9975,AXIS
P08616,card,****7494,KOTAK
P08617,wallet,upi_301859,ICICI
P08618,card,****9714,HDFC
P08619,card,****5228,ICICI
P08620,upi,upi_367739,AXIS
P08621,upi,upi_644087,SBI
P08622,upi,upi_541546,SBI
P08623,wallet,upi_551650,AXIS
P08624,wallet,upi_378657,HDFC
P08625,upi,upi_342103,AXIS
P08626,card,****3134,HDFC
P08627,upi,upi_339059,HDFC
P08628,upi,upi_449088,SBI
P08629,card,****8246,AXIS
P08630,upi,upi_139129,HDFC
P08631,upi,upi_475757,KOTAK
P08632,upi,upi_105107,KOTAK
P08633,card,****2817,SBI
P08634,upi,upi_938077,HDFC
P08635,upi,upi_560757,ICICI
P08636,wallet,upi_218216,SBI
P08637,wallet,upi_324579,AXIS
P08638,card,****2190,AXIS
P08639,wallet,upi_499726,HDFC
P08640,card,****6028,AXIS
P08641,card,****4248,AXIS
P08642,card,****2463,KOTAK
P08643,wallet,upi_274468,AXIS
P08644,wallet,upi_884693,HDFC
P08645,upi,upi_458293,SBI
P08646,wallet,upi_761224,SBI
P08647,upi,upi_467666,SBI
P08648,card,****7524,KOTAK
P08649,card,****7222,KOTAK
P08650,upi,upi_990548,ICICI
P08651,upi,upi_574037,HDFC
P08652,upi,upi_946153,HDFC
P08653,card,****5752,SBI
P08654,wallet,upi_819308,SBI
P08655,upi,upi_454379,KOTAK
P08656,upi,upi_807334,AXIS
P08657,upi,upi_130054,HDFC
P08658,card,****1113,HDFC
P08659,card,****7777,ICICI
P08660,card,****9135,ICICI
P08661,card,****9563,AXIS
P08662,wallet,upi_594483,SBI
P08663,wallet,upi_231814,HDFC
P08664,wallet,upi_998881,AXIS
P08665,wallet,upi_941924,ICICI
P08666,upi,upi_936598,KOTAK
P08667,card,****9766,SBI
P08668,wallet,upi_924289,HDFC
P08669,wallet,upi_440623,AXIS
P08670,card,****4173,SBI
P08671,card,****2393,AXIS
P08672,wallet,upi_478233,HDFC
P08673,wallet,upi_219015,HDFC
P08674,card,****7747,SBI
P08675,card,****4941,SBI
P08676,wallet,upi_758888,SBI
P08677,wallet,upi_385223,ICICI
P08678,wallet,upi_596879,AXIS
P08679,card,****1255,AXIS
P08680,card,****8979,KOTAK
P08681,upi,upi_847139,KOTAK
P08682,upi,upi_844304,HDFC
P08683,upi,upi_950710,ICICI
P08684,wallet,upi_472663,SBI
P08685,upi,upi_742836,AXIS
P08686,upi,upi_704061,SBI
P08687,upi,upi_244900,HDFC
P08688,wallet,upi_888081,AXIS
P08689,wallet,upi_832077,SBI
P08690,upi,upi_236766,AXIS
P08691,upi,upi_276743,KOTAK
P08692,card,****1196,HDFC
P08693,upi,upi_878552,HDFC
P08694,wallet,upi_568534,ICICI
P08695,upi,upi_420898,AXIS
P08696,wallet,upi_794434,SBI
P08697,wallet,upi_887754,SBI
P08698,wallet,upi_293068,ICICI
P08699,upi,upi_806905,HDFC
P08700,upi,upi_846165,ICICI
P08701,wallet,upi_339026,ICICI
P08702,upi,upi_392026,KOTAK
P08703,wallet,upi_610041,HDFC
P08704,wallet,upi_816718,HDFC
P08705,card,****2482,AXIS
P08706,card,****8620,KOTAK
P08707,card,****3055,KOTAK
P08708,upi,upi_767164,SBI
P08709,upi,upi_524710,HDFC
P08710,wallet,upi_874306,ICICI
P08711,card,****5433,KOTAK
P08712,upi,upi_686612,SBI
P08713,card,****5725,ICICI
P08714,wallet,upi_839889,ICICI
P08715,upi,upi_848298,SBI
P08716,card,****9877,ICICI
P08717,wallet,upi_323627,AXIS
P08718,card,****9763,AXIS
P08719,wallet,upi_476648,AXIS
P08720,wallet,upi_615839,KOTAK
P08721,wallet,upi_230751,ICICI
P08722,card,****3269,AXIS
P08723,upi,upi_496736,SBI
P08724,wallet,upi_578512,AXIS
P08725,card,****2356,SBI
P08726,wallet,upi_687588,ICICI
P08727,wallet,upi_864357,HDFC
P08728,wallet,upi_591513,HDFC
P08729,wallet,upi_647084,KOTAK
P08730,upi,upi_176529,HDFC
P08731,upi,upi_863071,KOTAK
P08732,card,****2900,AXIS
P08733,card,****2246,SBI
P08734,upi,upi_370317,SBI
P08735,upi,upi_847177,HDFC
P08736,card,****9271,ICICI
P08737,card,****8495,SBI
P08738,upi,upi_280839,SBI
P08739,upi,upi_323226,KOTAK
P08740,wallet,upi_999655,SBI
P08741,wallet,upi_293697,ICICI
P08742,upi,upi_856665,AXIS
P08743,upi,upi_686749,AXIS
P08744,upi,upi_104961,HDFC
P08745,upi,upi_687535,KOTAK
P08746,card,****3408,SBI
P08747,card,****3827,SBI
P08748,card,****3569,HDFC
P08749,wallet,upi_862392,KOTAK
P08750,card,****3677,ICICI
P08751,upi,upi_606536,KOTAK
P08752,wallet,upi_163336,KOTAK
P08753,upi,upi_798188,AXIS
P08754,upi,upi_863376,HDFC
P08755,card,****9866,AXIS
P08756,upi,upi_853846,ICICI
P08757,wallet,upi_325451,KOTAK
P08758,wallet,upi_478543,AXIS
P08759,card,****7715,SBI
P08760,upi,upi_894800,KOTAK
P08761,card,****2776,HDFC
P08762,card,****4095,AXIS
P08763,card,****1346,AXIS
P08764,card,****5029,AXIS
P08765,wallet,upi_914441,HDFC
P08766,wallet,upi_762190,KOTAK
P08767,wallet,upi_537166,AXIS
P08768,wallet,upi_335715,ICICI
P08769,card,****9170,HDFC
P08770,wallet,upi_639858,ICICI
P08771,upi,upi_629118,SBI
P08772,wallet,upi_262058,AXIS
P08773,upi,upi_857634,SBI
P08774,wallet,upi_561644,AXIS
P08775,wallet,upi_284551,KOTAK
P08776,upi,upi_464498,HDFC
P08777,upi,upi_937228,SBI
P08778,wallet,upi_382089,SBI
P08779,upi,upi_432044,AXIS
